,Pt1-OnTx,Pt1-baseline,Pt2-OnTx,Pt2-baseline,Pt3-OnTx,Pt3-baseline,Pt4-OnTx,Pt4-baseline,Pt5-OnTx,Pt5-baseline
ACVRL1,1.53535,1.160295,5.18183,3.076955,1.896245,3.448595,3.58725,7.370495,28.72,13.8518
ACY1,14.2936,18.49795,19.11485,26.4593,39.80725,20.6237,19.177,24.22475,16.3154,11.0546
ACY3,0.00974585,0,0.1168854,0.449482,0.448394,0.2375165,0.07344805,0.02603265,0.549676,0.685866
ACYP1,56.809,36.55715,29.837,41.06085,15.7897,12.1211,48.16485,22.39015,12.6041,22.9337
ACYP2,12.03025,8.651,10.32785,7.756555,4.04977,2.99405,12.0621,14.7146,8.119065,8.43133
ADA,10.222825,11.8818,14.4923,15.28925,7.863555,6.13753,2.04283,7.18679,19.95915,11.78035
ADAD1,0,0,0,0,0,0,0,0,0,0
ADAD2,0,0,0.0802416,0,0,0.0135143,0,0.05402795,0.159349,0
ADAL,4.941825,4.72427,4.890965,3.905025,2.94252,3.154255,4.517685,3.85922,1.672405,1.19236
ADAM10,52.61585,58.88105,38.59925,26.83275,24.73435,34.14935,62.2078,31.70705,16.56895,17.7347
ADAM11,0.107407,0.249739,1.452705,5.18755,2.32695,1.61454,0.050335,0.0772816,1.36659,2.47978
ADAM12,2.016955,0.905001,4.39337,2.622955,2.386695,11.12485,15.5235,32.4639,38.93955,10.12225
ADAM15,42.1069,44.07125,45.31525,45.72785,33.2389,30.7866,26.7525,27.10675,105.626,111.0825
ADAM17,16.0224,15.8702,5.80801,3.586395,12.8355,15.7102,13.0883,16.0393,9.115075,7.36014
ADAM18,0,0,0.00808975,0,0.0053009,0,0,0,0,0
ADAM19,5.56853,7.47438,2.424425,1.194885,4.79216,9.71821,7.09537,6.7886,6.656485,2.76078
ADAM1A,1.0289005,0.24432,1.205455,1.0073525,0.6545155,0.7733865,1.259105,0.964142,0.455385,1.17187
ADAM2,0,0.00796095,0,0,0,0,0.0087847,0,0,0
ADAM20,0.0157019,0,0.0122728,0.03032575,0,0.0152897,0.0604953,0.0182485,0.00580255,0.0106009
ADAM20P1,0.227472,0.0114214,0.3380195,0.1642335,0.007928665,0.05916455,0.0438781,0.0212177,0.02856295,0.1063252
ADAM21,1.32127,0.891385,0.261222,0.2114835,0.4068585,0.5019345,0.03905235,0.02662365,0.04969285,0.01775355
ADAM21P1,0.455462,0.2770545,0.143268,0.108235,0.13168775,0.151522,0.0205763,0,0,0
ADAM22,0.6319405,0.4392075,0.279486,0.09355265,0.3986395,0.5164885,3.913895,0.4114175,0.504575,0.2654835
ADAM23,19.861,21.7886,0.7183595,0.4211195,26.9825,24.4083,0.600067,1.0361135,7.3158,8.399345
ADAM28,0.1519625,0.2236945,3.60512,1.795775,0.5410175,0.2930805,1.643835,2.285625,0.57951,1.39532
ADAM29,0.00523485,0,0,0,0,0,0,0.0053481,0,0
ADAM30,0,0,0.01857375,0,0,0,0,0,0,0
ADAM32,0.0622212,0.00679755,0.199758,0.05721595,0.4178695,0.2246065,0.217375,0.3181625,0.127511,0.06819025
ADAM33,0.1129669,0.00355387,0.641906,0.2261855,0.565418,1.194155,0.6892335,2.61426,1.609575,0.5099225
ADAM3A,0,0,0,0,0,0,0,0,0,0
ADAM5,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0
ADAM7,0,0,0,0.0049312,0,0,0,0,0,0
ADAM8,1.158315,0.2979995,3.09891,1.903165,0.766446,3.73083,1.891795,3.691055,5.13759,10.22325
ADAM9,47.35135,20.04825,26.06425,19.35755,13.52065,22.7212,45.068,56.6053,28.39095,28.61875
ADAMDEC1,1.005177,0.219019,5.362525,4.579005,0.1217165,0.2520795,2.2867,2.49425,1.46891,1.69881
ADAMTS1,22.9482,15.81165,9.948715,3.380275,71.38985,65.7028,22.89435,42.245,24.66565,8.4632
ADAMTS10,0.3073255,0.1052621,2.056585,1.542855,0.80722,1.387345,0.8480745,3.879925,5.52522,2.209545
ADAMTS12,0.3012705,0.375665,0.418141,0.1107673,0.7386235,2.69285,1.80707,3.614325,8.08261,3.19746
ADAMTS13,0.31594,0.1193025,0.7317025,0.8021975,3.280735,2.10666,0.190771,0.624703,0.433072,1.199115
ADAMTS14,0.3614255,0.233869,1.43714,0.697121,0.258037,0.8719375,1.309375,2.990485,6.51437,3.19695
ADAMTS15,0.198592,0.05895895,1.446865,0.388356,0.7338635,1.87454,0.639942,2.436565,4.66086,0.6238295
ADAMTS16,0.0695865,0.03782155,1.98396,1.27029,0.00219385,0.019902715,0.250153,0.5090855,1.356645,0.1914685
ADAMTS17,0.360428,0.293204,0.3750475,0.5116105,0.446646,0.2324755,3.65037,2.88235,0.5703045,0.2625285
ADAMTS18,0,0.01304304,0.0928826,0.136531,0.00193076,0.002370305,0.03840455,0.61595,0.96946,0.06729605
ADAMTS19,0,0,0.00359889,0.00344179,0.16892,0.0945519,0,0,0.006402825,0.00608595
ADAMTS2,1.806925,0.7646815,7.87869,5.627035,12.0527,19.2383,5.348155,22.0865,45.4985,13.60915
ADAMTS20,0,0.005480545,0.0329203,0.02038795,0.1424055,0.258476,0.03310825,0.003249665,0,0
ADAMTS3,0.540693,0.1690595,0.181449,0.0634404,0.541181,0.408899,0.1293415,0.501898,0.845672,0.6884115
ADAMTS4,1.613105,1.769015,5.739135,1.65284,1.00636,6.64922,16.2305,60.29375,61.24595,33.8697
ADAMTS5,0.4519865,0.190579,0.596884,0.213885,0.3448925,3.41123,1.14593,4.17211,2.397915,0.8830755
ADAMTS6,0.299363,0.2595075,0.216696,0.08216975,0.641786,0.876912,2.250015,3.78026,0.5911815,0.6679635
ADAMTS7,0.30737,0.190419,2.462815,1.96705,5.283195,4.73518,2.56612,6.63131,9.726035,4.85557
ADAMTS7P1,0.00218196,0,0,0,0,0.00232729,0.0170058,0,0.003783525,0.01032475
ADAMTS8,0.01316815,0.006996105,0.9560855,0.164102,0.3697085,0.2720475,0.0891321,0.05755075,0.2392105,0.03624445
ADAMTS9,0.739998,0.566611,2.98769,0.7126965,14.3822,14.27825,8.76851,13.35405,10.58515,3.92386
ADAMTS9-AS2,0.01395265,0.05348325,0.1105501,0.04321035,0.8557275,1.29115,0.5720605,0.393327,0.158598,0.09072455
ADAMTSL1,0.242104,0.136864,2.0739,0.448392,0.424865,0.358098,1.11643,3.60619,3.662055,0.8786965
ADAMTSL2,0.12602,0.0628225,0.2746865,0.136052,0.984396,0.9150685,1.15177,1.70416,2.878435,1.265915
ADAMTSL3,0.08854915,0.01515945,0.314983,0.2275755,0.6153105,0.322452,0.13004,0.1117681,0.772222,0.25131
ADAMTSL4,0.4602305,0.2297105,2.457075,2.08831,3.580705,3.309695,0.940858,3.75895,4.267415,3.301425
ADAMTSL4-AS1,0.03448605,0,0.09730615,0.058318,0.0446898,0.2718805,0.1316625,0.187288,0.043749,0.0988647
ADAMTSL5,4.849845,2.51589,0.204113,0.192222,3.693335,3.29928,4.051635,6.14534,0.642864,1.336995
ADAP1,1.152555,0.9469615,3.24846,2.92035,13.6693,8.54781,6.281335,3.25607,3.75428,4.804515
ADAP2,1.052269,1.033555,14.7907,7.828195,3.74578,2.359145,3.211985,8.25087,11.26425,14.2002
ADAR,50.8162,46.34665,45.8799,39.01815,42.8191,42.54765,51.61885,39.89,51.8788,56.86215
ADARB1,10.0832,13.993,6.33483,4.213655,4.827805,6.659435,5.44164,8.286395,7.563795,5.2265
ADARB2,0,0,0.00451544,0,0.009743575,0.0361639,0.01472225,0,0.05101485,0.0488169
ADARB2-AS1,0,0,0,0,0,0,0.04749775,0,0,0
ADAT1,6.40729,7.155645,2.470345,2.42764,5.80655,6.15525,4.903345,5.566865,3.07717,2.195305
ADAT2,1.80664,0.4847405,1.158835,0.8987515,1.5716,1.744325,1.249635,1.140715,0.6729555,1.078766
ADAT3,4.06789,3.599505,5.890885,9.00142,5.55628,3.592515,3.463295,2.86861,4.55812,6.660075
ADC,3.845355,5.92652,13.9076,12.7269,4.583065,2.11024,1.21375,2.22645,5.31416,7.39065
ADCK1,4.07951,4.075565,8.189665,8.27837,2.64586,2.259185,2.782515,2.6784,3.84496,3.505775
ADCK2,6.67789,8.48179,30.0583,29.9416,6.361425,6.91917,24.2961,27.8202,67.0179,17.7424
ADCK3,6.555435,11.052,21.07605,25.36925,36.39655,19.18245,7.490505,7.167765,11.3263,8.06011
ADCK4,18.0703,11.03915,18.3446,22.32775,21.86205,19.5279,13.9563,14.84025,16.44705,13.57185
ADCK5,5.62347,2.84879,6.20148,10.7573,6.68904,5.687255,7.250275,6.60414,5.09986,10.00083
ADCY1,35.41725,35.5627,13.98255,18.6211,12.6781,4.593085,0.478979,0.4475,1.35952,0.750666
ADCY10,0.0112922,0.012606335,0.01046866,0,0,0.008191765,0.003984505,0.027124835,0.00988311,0.012061995
ADCY10P1,0.119418,0.03031605,0.733694,0.548949,0.1224555,0.09003155,0.04502065,0.10022405,0.0864565,0.8148015
ADCY2,0.519019,0.011834635,4.41716,5.052285,0.301113,0.02121425,0.1356395,0.0593522,4.88388,4.773165
ADCY3,8.22136,11.35505,11.34745,11.3663,15.84385,15.83355,9.183465,19.32525,33.73925,21.6389
ADCY4,0.60742,0.4452625,4.726365,1.81361,0.2387395,0.928536,0.7399565,4.62796,8.142665,3.25974
ADCY5,0.05925385,0.0749722,0.496055,0.1146445,2.926425,2.74672,0.0619648,0.428563,0.501076,0.426363
ADCY6,13.268,10.32575,8.96349,12.0492,7.2755,6.825825,37.29585,16.8448,11.43355,9.59676
ADCY7,0.8923595,1.564565,5.87966,3.85248,11.7071,12.29115,2.745735,6.884935,6.876105,8.585065
ADCY8,0.04239655,0.00697506,0.05746245,0.03725935,1.13206,0.4495985,0.00533425,0.01303325,0.00889635,0.0052879
ADCY9,9.88812,12.1844,4.961245,4.434495,5.36561,5.008145,5.693895,3.088265,4.75827,4.2952
ADCYAP1,0,0.0268727,0.1303337,0.1217365,0.0952374,0.0243616,0.03136575,0.4709495,0.1240625,0.286076
ADCYAP1R1,0.0649093,0.033061,0.3866365,0.1860855,0.08172745,0.1420955,0.5717595,0.643684,2.87407,0.2373525
ADD1,70.07415,77.29435,44.16095,29.03365,33.26885,29.2403,40.6236,49.9819,54.783,34.9175
ADD2,0.0172892,0.0150975,0.3925185,0.1069505,0.9034115,0.6052985,0.0381994,0.6572635,1.5581,1.159775
ADD3,26.10705,33.7938,14.3018,10.81475,12.98055,32.0753,31.23405,35.3817,14.47455,14.57705
ADD3-AS1,0.199732,0.1084142,0.08142705,0.1532415,0.04962595,0.2255255,0.2819045,0.0891881,0.0427545,0.0295056
ADGB,1.51E-07,0,0,0.003191235,0.002206617,0.0071079,0.006844205,0.0051558,0,0.008362245
ADH1A,0,0,0,0,0,0,0.03098365,0,0,0
ADH1B,0,0.02219015,1.26907,0.08633165,0,0.0064634,0.0693104,11.206,4.547325,0.0415738
ADH1C,0.02692425,0.0101811,0.1016979,0.1545615,0,0,0.05082265,0.04117935,0.0311012,0
ADH4,0.0083566,0,0.04729035,0.00880005,0,0.00798865,0.01143915,0.11737635,0.095098,0
ADH5,101.0645,122.9255,38.34225,48.8207,42.04475,41.66795,59.81765,39.51695,43.94765,36.3711
ADH6,0.06964405,0.0529865,0.09856215,0,0.00858655,0.06952585,0.0315042,0.02672195,0,0
ADH7,0,0,0.0275587,0.0504876,0,0.01372095,0,0,0.02502585,0
ADHFE1,2.327855,2.327905,1.859445,1.393205,1.223785,1.44859,1.74054,1.804265,0.432885,0.71948
ADI1,51.13105,55.659,54.38105,43.9924,43.87595,33.3895,38.5535,46.26475,55.95565,41.29765
ADIG,0,0,0,0,0.2272985,0.2888875,0,0,0,0
ADIPOQ,0,0,0.5413685,0.0315755,0,0,0,6.27024,2.76813,0.0584471
ADIPOQ-AS1,0,0,0.4063795,0.01868195,0,0.003968155,0,0,1.199975,0
ADIPOR1,100.756,122.214,94.41905,85.1591,78.04415,87.65265,74.0644,59.5834,92.57675,117.4035
ADIPOR2,58.83915,85.5344,28.63275,23.5394,25.9823,25.471,44.9888,27.06075,23.7772,18.38215
ADIRF,2.39852,2.981965,40.9512,6.68814,2.605195,3.384575,4.142815,21.17505,71.7933,12.0898
ADK,15.2379,12.0731,8.35335,9.79369,8.37189,8.169755,14.72815,16.0059,10.6531,10.29965
ADM,1.64077,0.87353,3.52798,1.8785,7.184675,56.96595,13.66985,43.113,12.96755,22.01745
ADM2,0.0158136,0.002915125,0.799321,0.252443,13.2152,10.5957,9.95593,15.086,0.2969465,0.7242875
ADM5,0.9483565,0.2904355,1.032192,0.469449,0.6063685,1.07767,0.644837,1.61499,1.399135,0.5241585
ADNP,30.7306,34.65045,22.837,23.36925,20.62395,28.4884,21.54615,21.2941,13.3799,12.319
ADNP2,8.103465,10.8419,4.25407,5.55886,7.849,6.85948,8.50204,5.970215,4.40202,4.78063
ADO,17.20875,16.62035,12.21595,15.44725,9.435775,11.38465,12.2307,14.3941,17.3758,19.05865
ADORA1,0.5931615,1.10346,0.189521,0.224206,1.3052,2.275,5.1803,2.52043,2.85441,1.588785
ADORA2A,0.747848,0.384458,3.442715,1.825835,0.517878,0.704405,0.535572,0.95899,2.124015,2.654065
ADORA2A-AS1,0.01116105,0.02673334,0.05071125,0.07909405,0.02471605,0.030094645,0.0075306,0.02374785,0.03961365,0.02532005
ADORA2B,0.6903865,0.5004645,3.753205,6.432365,32.43255,20.6869,8.770055,8.569745,3.011365,6.487615
ADORA3,0.385072,1.75168,10.33717,4.96022,3.69305,2.615995,2.431095,4.26669,10.60775,38.02235
ADPGK,27.96055,30.35855,41.1213,34.4542,21.96705,23.0206,28.8758,28.6474,25.209,22.1909
ADPGK-AS1,0.8717545,1.008838,0.823609,0.608876,0,0.0161447,0.1625625,1.103784,0.945274,0.4994945
ADPRH,0.689677,0.660995,11.78995,7.882265,8.122785,9.58389,8.69157,17.8887,9.016265,6.98809
ADPRHL1,0.134935,0.0965753,1.38483,0.8711075,2.69748,1.87274,0.375195,0.4402815,0.621388,0.31669
ADPRHL2,25.33945,24.02585,30.0545,33.26645,17.9977,13.6912,32.0574,24.68475,25.64615,23.86355
ADPRM,5.85684,6.880515,4.13558,5.12567,3.918345,2.766025,1.717625,1.684335,3.360235,3.76521
ADRA1A,0.0068058,0.02436805,0.0810829,0,0.02505335,0.05149255,0.01138175,0.01783885,0.01860995,0.02922545
ADRA1B,0.0383582,0.07392595,4.061545,1.799425,0.673923,1.079695,0.08040275,0.4484555,1.750755,1.801125
ADRA1D,0.0364175,0.006373,0.2414485,0.1843368,0.02498925,0.1388434,0.185175,0.37293,1.14524,0.168109
ADRA2A,0.630823,0.08383095,1.997325,1.440515,1.83464,1.0333,1.53721,10.30505,11.36375,0.8408905
ADRA2B,0.01199814,0,0.05746195,0.07287805,0.202826,0.506461,0.7228155,0.3331575,0.4013925,0.2131575
ADRA2C,5.066665,3.490975,6.36118,10.42335,16.027,9.235505,0.204816,0.576367,3.18901,1.41644
ADRB1,0.00652085,0.0136557,0.1551465,0.0229874,1.216415,1.78534,0.01907715,0.0440857,0.0997376,0.1497495
ADRB2,0.13806,0.0806133,0.7841395,0.7338715,0.5394955,0.498458,0.464145,1.07485,1.068035,1.0151675
ADRB3,0.0138713,0.00770485,0.02139805,0.0139349,0.02461115,0.02245015,0.360336,0.067915,0.03651585,0.02321855
ADRBK1,18.07205,17.96125,32.14285,23.66915,19.90465,19.2316,34.5675,43.1005,31.27325,29.6117
ADRBK2,2.50318,2.82643,2.073315,1.60208,3.83024,1.681795,0.8241505,1.81757,2.06952,3.491385
ADRM1,58.5718,55.30585,173.117,180.0155,161.4665,122.376,114.1825,112.897,151.347,119.6055
ADSL,43.20275,63.5675,44.2184,86.3365,108.2,77.71955,44.15535,38.49595,46.1501,47.02955
ADSS,49.40685,66.5638,31.4616,34.93435,50.81915,55.72595,39.0896,28.3626,35.2286,38.2132
ADSSL1,0.1845375,1.21224,0.9797485,0.6380085,4.05369,2.82628,1.87218,2.52602,1.15103,1.921935
ADTRP,0.06234075,0.4567705,0.5724615,0.9889925,0.180223,0.276918,0.0610886,0.2945465,0.283527,1.409625
AEBP1,79.08055,101.616,466.7445,323.439,466.975,206.7095,115.5425,206.192,405.857,236.8235
AEBP2,6.328455,8.93554,5.769735,9.181885,6.779565,9.65801,12.925,7.64705,3.865035,5.16735
AEN,17.14505,16.76245,27.682,30.5174,14.64565,12.50445,15.26625,14.7134,18.7485,13.55645
AES,119.2845,139.7635,152.563,164.6905,135.1055,107.221,94.8278,138.9505,168.5025,132.3385
AFAP1,3.694005,5.150245,2.42126,0.9881265,7.080065,11.96505,10.62635,11.85865,10.3893,8.731705
AFAP1-AS1,0.02471585,0.02733005,0.0077979,0.00650158,0.0353514,0.03625285,0.03940745,0.0484144,0.07198935,0.4044405
AFAP1L1,0.6120355,1.7917,6.893115,4.3808,5.001055,7.686465,8.685175,8.424215,12.69675,8.90229
AFAP1L2,0.8734245,1.892305,6.34938,2.35778,35.92595,44.7569,42.8432,35.4602,13.9992,4.700465
AFF1,11.8302,9.20907,4.06413,2.290795,3.018385,3.364955,8.548455,7.8115,5.430345,5.927135
AFF2,0.5231685,0.8512165,0.0531386,0.04269065,0.1650295,0.1786575,0.0191559,0.0471491,0.1424325,0.0594882
AFF3,0.01118432,0.019395585,5.204595,8.113635,0.70525,2.555935,0.05138025,0.147907,0.8561175,1.23875
AFF4,14.23915,17.01665,11.8891,12.72185,9.93494,15.5746,16.72305,15.461,8.13895,10.53865
AFG3L1P,5.60582,2.38407,6.284115,4.77968,2.515965,2.738445,2.914775,4.64044,2.267965,3.650245
AFG3L2,34.1511,51.44805,33.13965,44.7851,42.275,23.2492,31.9485,25.84515,37.02425,35.04605
AFM,0,0,0,0,0,0,0.0104929,0,0,0
AFMID,6.794955,6.795075,8.81315,8.171755,15.1179,11.74385,7.73994,7.00307,8.141805,6.395595
AFP,0,0,0,0,0,0,0,0.02881935,0,0
AFTPH,13.8405,14.8713,7.76307,6.067845,8.088285,10.8751,14.89495,14.08615,7.75757,9.658765
AGA,64.2239,55.7453,9.8684,9.34473,53.0478,36.7646,32.52425,21.66055,10.054015,10.32195
AGAP1,4.701835,7.020635,1.858525,1.70476,9.801365,13.871,3.789635,4.378635,3.566585,2.2492
AGAP11,0.202993,0.121696,2.27841,4.766895,0.09944295,0.186584,0.1576715,0.5310415,0.891638,0.620775
AGAP2,0.203307,0.08194075,1.359215,0.783291,0.778124,0.7562505,5.702735,1.91071,1.36129,1.31741
AGAP2-AS1,28.7021,30.4908,32.79155,40.6916,10.97665,9.158905,10.33605,16.521,36.2143,32.5593
AGAP3,20.2489,19.05755,89.80285,98.419,22.73155,20.9597,104.266,119.659,80.88995,105.757
AGAP4,0.165956,0.06641415,0.388085,0.160378,0.0429746,0.0189857,0.13521075,0.232341,0.04036825,0.1372785
AGAP5,0.482973,0.09403715,0.488932,0.410513,0.1791015,0.2971935,0.420883,0.6858405,0.205762,0.442107
AGAP6,1.76788,0.3745135,2.131275,1.692815,0.527596,0.488059,1.398285,2.19264,1.11912,2.475315
AGAP7,0.1000859,0.0312522,0.1467215,0.3464365,0.119572,0.08444915,0.2874945,0.2348635,0.1273075,0.3086625
AGAP9,0.00479272,0,0,0,0,0,0.0080222,0,0,0
AGBL1,0.05029595,0.02758715,0.06070965,0.0129871,0,0,0,0,0.00491062,0.01089995
AGBL1-AS1,0.0354786,0.0196011,0,0,0,0,0,0,0,0
AGBL2,0.428369,0.1211325,0.08763525,0.02562175,0.2921725,0.4315025,0.179664,0.2293,0.018356385,0.0622472
AGBL3,0.0808281,0.02944795,0.1124002,0.08051385,0.05362755,0.0614232,0.2018055,0.248631,0.204396,0.1334345
AGBL4,0.3807775,0.392451,0.182,0.2811545,0.4703715,0.370266,0,0.0052498,0.0804327,0.1702655
AGBL4-IT1,0,0,0,0.0544025,0.03427525,0,0,0,0,0
AGBL5,3.649755,6.73285,7.56254,11.106,11.3283,7.046865,3.972105,6.67969,11.65105,10.13485
AGBL5-AS1,0,0,0,0,0.0499214,0.069669,0,0.1730925,0.0693045,0.100399
AGER,2.43924,0.5037,3.624605,2.035235,0.342002,0.8665675,0.742049,2.44016,1.65486,2.70408
AGFG1,13.06315,15.93525,11.7038,7.904785,11.46415,21.21685,15.2928,19.3733,7.30072,6.637315
AGFG2,1.67332,2.70529,4.37484,3.505275,3.874535,3.0246,5.197145,4.69666,4.7963,3.786225
AGGF1,13.40195,13.3309,10.7825,9.83428,7.1961,11.18475,9.662195,8.89892,5.79649,6.883305
AGK,8.837455,9.160215,16.34025,17.78545,8.75239,10.10941,39.66085,108.472,35.2256,16.3619
AGL,6.414765,5.676895,3.41183,3.301135,2.951295,3.244245,7.7961,5.96712,1.35143,1.604795
AGMAT,0.06742025,0.07848475,1.18591,2.241805,2.107425,1.102735,3.072595,3.109405,2.357195,2.783905
AGMO,0.01547915,0.0263908,0.11948975,0.03852335,0.4117205,15.0791,25.85795,28.89965,0.4141985,0.08181365
AGO1,3.978495,4.080275,3.419395,3.137015,5.596355,5.63313,7.89483,7.528895,4.761675,4.15036
AGO2,3.48544,4.533635,1.90211,2.132815,6.84619,9.37325,5.863525,5.960435,4.08702,4.32638
AGO3,1.547965,1.60437,1.13335,1.083875,1.35308,2.197855,2.990445,3.09569,1.07534,1.110545
AGO4,4.471535,4.592765,4.115305,3.8749,2.08984,2.845625,4.819475,4.70312,3.150185,4.18973
AGPAT1,4.34391,5.58462,3.130125,5.76057,2.68341,1.80533,2.2943,3.162315,2.969275,2.247725
AGPAT2,16.69125,22.92145,53.8182,97.06405,60.49555,42.1961,18.82405,28.02545,61.9609,71.2913
AGPAT3,16.5717,12.9866,14.1874,11.70525,13.1486,14.84685,2.016005,5.09816,14.6152,15.4286
AGPAT4,0.175238,0.336911,1.015725,1.35552,0.8871015,1.17271,0.3847595,0.9777745,2.01074,1.170245
AGPAT4-IT1,0.0087268,0,0.08298225,0.2153365,0.0746961,0.0717674,0.0134846,0.0621801,0.05502385,0.230823
AGPAT5,11.0841,13.5716,4.75842,4.999945,7.745695,9.667995,12.7964,7.05446,7.667525,10.83975
AGPAT6,39.46465,30.0531,32.7314,32.2842,10.20085,9.99196,31.96165,25.00195,23.4087,36.792
AGPAT9,7.723665,7.432805,1.868025,2.70959,2.046075,5.37696,4.368285,6.20116,1.59553,1.735175
AGPS,23.63685,19.6071,9.419105,9.70078,13.94995,17.78765,13.9736,15.1097,6.91201,8.48881
AGR2,0,0,0,0,0.01218165,0,0,0.02113265,0.01875225,0
AGR3,0,0,0,0,0,0,0,0,0,0
AGRN,9.220405,13.8389,12.3981,11.33875,82.5161,59.94285,105.752,130.5805,75.6945,56.64675
AGRP,0.01977435,0.04246155,0.1938235,0,0.07536145,0.207632,0,0.0251631,0.0599715,0.35567
AGT,0.019852835,0.06045535,5.979055,1.24737,6.844065,3.780975,3.05209,0.8143995,0.3307155,0.3256015
AGTPBP1,3.90458,3.95857,3.29771,2.91536,6.345715,8.758895,5.183165,5.208585,3.306245,5.304785
AGTR1,0.1630695,0.1412399,0.620806,0.281678,1.076755,1.06808,0.280166,2.22032,1.881955,0.513812
AGTR2,0,0,0.00789765,0,0,0,0,0,0.107694,0.443132
AGTRAP,43.8899,53.48505,61.5671,71.7311,35.06535,31.8361,72.76975,69.00915,37.94735,40.02265
AGXT,0,0,0.01353725,0,0,0,0.0147831,0,0.01288255,0
AGXT2,0,0,0,0.0089438,0.010000215,0,0,0,0,0
AHCTF1,5.752035,5.833725,4.44515,3.370115,5.651715,8.870565,5.72708,8.885225,3.98102,7.73791
AHCTF1P1,0.0188182,0.01449887,0.00618175,0.00548085,0.0291127,0.0424361,0.01570015,0.08083455,0.0254089,0.04204925
AHCY,84.2522,112.557,122.7605,249.5395,211.545,135.454,29.71475,33.731,91.3743,86.53475
AHCYL1,35.55765,45.34935,40.69635,41.2783,26.9,33.2508,34.7374,37.2297,27.0072,25.8312
AHCYL2,3.839575,9.303945,5.9522,5.26019,23.71515,9.90311,20.24125,10.36765,9.205775,15.781
AHDC1,4.560715,4.011865,2.793505,2.043895,3.750485,3.714205,11.45185,10.3203,7.61198,4.58093
AHI1,3.45291,2.46723,2.54561,2.68003,3.33613,6.40581,7.11792,6.67022,1.2735,1.600985
AHNAK,79.20645,49.52585,19.52305,12.9114,17.12625,36.6358,64.9585,50.97245,36.0891,18.80905
AHNAK2,3.25229,0.8891915,0.8694665,2.134535,5.82677,8.65081,6.38016,4.28109,1.776805,3.98459
AHR,12.10595,8.424155,12.4579,14.2554,62.30705,78.33045,27.0113,29.05155,10.10173,8.360875
AHRR,1.469,0.602153,3.236335,2.694625,1.66281,1.422345,0.04777165,0.05595015,0.4864725,0.831046
AHSA1,57.6161,88.44575,71.468,53.19765,55.16095,93.051,53.2809,49.1871,52.0491,38.1733
AHSA2,9.30193,1.270355,17.8096,9.683795,5.68141,9.3188,4.34641,11.8698,3.79246,9.68962
AHSG,0,0,0.01213595,0,0.00746765,0,0.0279862,0.01314495,0,0.0282208
AHSP,0,0,0,0.069103,0,0,0,0,0,1.47852
AICDA,0,0,0,0.06178095,0.004330995,0.0114632,0.02323055,0.0372613,0.03119765,0.0422558
AIDA,52.4001,49.49535,37.38705,33.0136,36.59435,62.28975,67.6095,59.7981,22.24765,25.12565
AIF1,2.60565,1.35322,34.70385,21.11195,4.781035,3.12505,7.186705,13.6312,19.55395,28.23925
AIF1L,8.67487,25.75915,26.35875,13.24355,69.96255,42.696,13.1237,8.73136,26.7882,19.4388
AIFM1,43.00945,39.9081,22.4788,31.70855,21.92685,17.9928,12.7698,8.968115,24.1019,28.5647
AIFM2,14.4688,12.29205,8.69135,7.891375,6.98005,6.02784,9.19022,7.91193,13.31595,10.32515
AIFM3,0.039942545,0.02161835,2.3362,3.370775,0.8017555,0.4903885,0.930463,0.6945495,0.5221665,1.11717
AIG1,5.323025,7.47364,8.39632,5.98706,12.5537,8.70285,2.625565,5.679465,11.49795,7.78289
AIM1,8.9571,0.267237,1.402425,0.8120325,0.602577,3.75725,9.14886,11.34145,2.796875,2.08563
AIM1L,0.00958209,0.00207264,0.0161357,0.0482156,0.009903485,0.011982,0,0.02873645,0.0869379,0.0833972
AIM2,8.63968,0.3409195,16.51365,7.13331,102.4155,161.7645,28.8803,20.64605,8.139395,23.7188
AIMP1,27.77915,22.08215,21.43555,24.29005,20.2487,21.7356,24.7236,15.7405,14.1425,18.3355
AIMP2,12.6237,16.031,25.85425,27.65045,72.0851,59.7431,23.38065,12.243,29.56405,20.61695
AIP,49.81145,56.7076,53.1543,75.69375,40.47355,25.97355,33.92955,34.136,53.35825,37.694
AIPL1,0,0,0.01996865,0.0376907,0,0,0,0,0,0.01699095
AIRE,0.0101708,0.00545485,0,0.04616695,0.0682534,0.1261988,0,0,0,0
AIRN,0,0,0,0,0,0,0,0,0,0.01107705
AJAP1,0.0616023,0.0270557,0.384337,0.142706,0.027018035,0.1320695,0.02396845,0.13959235,1.85277,0.2144815
AJUBA,2.029585,2.716775,5.685935,6.18269,0.992212,1.822245,3.749245,2.224035,3.796195,2.0587
AK1,10.65155,8.859515,19.9126,21.4587,26.17655,16.8484,7.059665,9.443325,26.5244,20.8867
AK2,92.27135,100.5082,90.0113,130.8995,63.5327,54.8804,47.231,36.2865,56.1949,52.4336
